,level,position,salaries
4034,Middle,Full Stack Developer,12.000
4036,Middle,Back-end Developer,18.000
4037,Junior,R&D Engineer,6.000
4038,Junior,Front-end Developer,8.000
4039,Senior,Back-end Developer,15.000
4040,Senior,Team / Tech Lead,30.000
4041,Middle,SAP/ABAP/ERP Developer,6.000
4042,Middle,Back-end Developer,15.000
4043,Junior,SAP/ABAP/ERP Developer,8.000
4044,Junior,Back-end Developer,14.000
4045,Senior,Back-end Developer,20.000
4047,Junior,Mobile Application Developer,8.000
4048,Middle,Back-end Developer,19.000
4049,Middle,Full Stack Developer,12.000
4050,Junior,Full Stack Developer,14.000
4051,Senior,Full Stack Developer,10.000
4052,Junior,Back-end Developer,5.000
4053,Senior,Back-end Developer,16.000
4055,Junior,Database Administrator,5.000
4056,Senior,Back-end Developer,19.000
4057,Junior,Full Stack Developer,12.000
4058,Middle,Full Stack Developer,7.000
4059,Senior,Back-end Developer,15.000
4060,Junior,Front-end Developer,6.000
4061,Senior,Team / Tech Lead,32.000
4062,Senior,Back-end Developer,35.000
4063,Senior,Software Development Manager,24.000
4064,Middle,Full Stack Developer,15.000
4065,Senior,Full Stack Developer,23.000
4066,Senior,Software Architect,23.000
4067,Middle,Full Stack Developer,21.000
4068,Senior,Back-end Developer,21.000
4070,Junior,Front-end Developer,7.000
4072,Junior,Front-end Developer,5.000
4073,Junior,Back-end Developer,8.000
4074,Senior,Back-end Developer,28.000
4075,Middle,Back-end Developer,7.000
4076,Senior,CTO,40.000
4077,Senior,Back-end Developer,25.000
4078,Middle,QA / Test Automation Developer,15.000
4079,Middle,Front-end Developer,16.000
4080,Senior,Full Stack Developer,18.000
4082,Senior,Team / Tech Lead,40.000
4083,Junior,Back-end Developer,8.000
4084,Middle,Back-end Developer,13.000
4085,Senior,Team / Tech Lead,21.000
4086,Junior,Front-end Developer,7.000
4087,Middle,Mobile Application Developer,10.000
4088,Senior,Software Development Manager,17.000
4089,Junior,Back-end Developer,8.000
4091,Middle,Full Stack Developer,15.000
4092,Junior,Full Stack Developer,6.000
4093,Senior,Back-end Developer,25.000
4095,Middle,Front-end Developer,20.000
4096,Middle,Back-end Developer,17.000
4097,Senior,Back-end Developer,25.000
4098,Senior,Front-end Developer,16.000
4100,Junior,QA / Test Automation Developer,17.000
4101,Middle,Back-end Developer,14.000
4103,Junior,Back-end Developer,9.000
4104,Senior,Team / Tech Lead,45.000
4105,Junior,Embedded Software Developer,5.000
4106,Middle,Mobile Application Developer,19.000
4107,Senior,Front-end Developer,20.000
4108,Junior,Full Stack Developer,9.000
4109,Middle,Full Stack Developer,14.000
4110,Senior,Back-end Developer,24.000
4111,Middle,Full Stack Developer,20.000
4112,Senior,Team / Tech Lead,22.000
4113,Senior,Full Stack Developer,20.000
4114,Senior,Back-end Developer,19.000
4115,Middle,Back-end Developer,12.000
4116,Middle,Full Stack Developer,16.000
4117,Middle,Back-end Developer,15.000
4118,Middle,Back-end Developer,19.000
4119,Senior,Front-end Developer,26.000
4120,Junior,Full Stack Developer,11.000
4121,Senior,Software Development Manager,27.000
4122,Middle,Front-end Developer,16.000
4123,Junior,Business Analyst,6.000
4124,Senior,Full Stack Developer,23.000
4126,Senior,Full Stack Developer,18.000
4127,Senior,Back-end Developer,29.000
4128,Junior,Front-end Developer,5.000
4129,Senior,Full Stack Developer,11.000
4130,Senior,Embedded Software Developer,35.000
4131,Senior,Full Stack Developer,28.000
4132,Senior,Back-end Developer,28.000
4133,Senior,Full Stack Developer,19.000
4135,Junior,Back-end Developer,17.000
4136,Middle,Back-end Developer,13.000
4137,Middle,Full Stack Developer,18.000
4138,Senior,Data Scientist,27.000
4139,Middle,Full Stack Developer,15.000
4140,Junior,Back-end Developer,14.000
4141,Senior,Back-end Developer,18.000
4142,Senior,Mobile Application Developer,25.000
4143,Senior,Back-end Developer,29.000
4144,Middle,Back-end Developer,11.000
4145,Senior,Full Stack Developer,27.000
4146,Senior,Front-end Developer,20.000
4147,Senior,Mobile Application Developer,28.000
4148,Senior,Software Architect,25.000
4149,Junior,Full Stack Developer,6.000
4151,Senior,Back-end Developer,20.000
4152,Senior,Full Stack Developer,10.000
4153,Senior,Full Stack Developer,24.000
4155,Middle,Mobile Application Developer,15.000
4156,Senior,Back-end Developer,20.000
4157,Middle,Front-end Developer,19.000
4158,Junior,Back-end Developer,5.000
4159,Junior,Mobile Application Developer,8.000
4160,Middle,Front-end Developer,13.000
4161,Junior,Full Stack Developer,6.000
4162,Junior,Full Stack Developer,11.000
4164,Middle,SAP/ABAP/ERP Developer,11.000
4165,Senior,Mobile Application Developer,24.000
4166,Junior,Mobile Application Developer,10.000
4167,Junior,Back-end Developer,10.000
4168,Junior,Front-end Developer,6.000
4170,Senior,Data Scientist,17.000
4172,Senior,Team / Tech Lead,23.000
4173,Junior,Back-end Developer,17.000
4174,Senior,Back-end Developer,24.000
4175,Senior,Full Stack Developer,15.000
4176,Senior,Front-end Developer,16.000
4177,Junior,Embedded Software Developer,10.000
4178,Junior,Front-end Developer,5.000
4179,Senior,Front-end Developer,23.000
4180,Middle,Full Stack Developer,17.000
4181,Senior,Full Stack Developer,20.000
4182,Senior,Full Stack Developer,45.000
4183,Senior,Full Stack Developer,19.000
4184,Junior,Front-end Developer,5.000
4185,Junior,Back-end Developer,18.000
4186,Senior,Back-end Developer,50.000
4187,Senior,Full Stack Developer,20.000
4188,Middle,Full Stack Developer,20.000
4189,Junior,Data Engineer,11.000
4190,Senior,Full Stack Developer,25.000
4191,Middle,Embedded Software Developer,21.000
4193,Middle,Mobile Application Developer,17.000
4194,Junior,Embedded Software Developer,6.000
4195,Middle,Full Stack Developer,11.000
4196,Senior,Full Stack Developer,24.000
4197,Senior,Full Stack Developer,17.000
4199,Junior,Machine Learning,7.000
4200,Senior,Software Development Manager,45.000
4201,Middle,Full Stack Developer,13.000
4202,Senior,Back-end Developer,15.000
4203,Junior,Full Stack Developer,7.000
4204,Senior,Software Development Manager,12.000
4205,Senior,Full Stack Developer,21.000
4207,Middle,Full Stack Developer,18.000
4208,Middle,Back-end Developer,24.000
4209,Middle,DevOps Engineer,20.000
4210,Middle,Full Stack Developer,15.000
4211,Junior,Blockchain Developer,5.000
4212,Middle,Back-end Developer,16.000
4213,Junior,Back-end Developer,6.000
4214,Senior,Full Stack Developer,16.000
4217,Middle,Front-end Developer,22.000
4218,Junior,Embedded Software Developer,9.000
4219,Junior,Back-end Developer,7.000
4220,Middle,Software Development Manager,11.000
4221,Junior,Back-end Developer,7.000
4222,Senior,Mobile Application Developer,19.000
4223,Middle,Full Stack Developer,20.000
4224,Senior,Software Development Manager,22.000
4225,Senior,Back-end Developer,38.000
4226,Middle,Back-end Developer,16.000
4227,Junior,Front-end Developer,8.000
4228,Middle,Back-end Developer,10.000
4229,Senior,Full Stack Developer,9.000
4230,Middle,Embedded Software Developer,14.000
4231,Junior,Mobile Application Developer,5.000
4232,Middle,Back-end Developer,14.000
4233,Middle,Back-end Developer,14.000
4234,Middle,Full Stack Developer,8.000
4235,Junior,Back-end Developer,7.000
4236,Middle,Full Stack Developer,8.000
4237,Middle,Full Stack Developer,7.000
4238,Junior,Back-end Developer,5.000
4239,Senior,Full Stack Developer,8.000
4240,Middle,DevOps Engineer,14.000
4241,Senior,Back-end Developer,15.000
4242,Junior,Front-end Developer,6.000
4245,Middle,Back-end Developer,13.000
4246,Junior,Mobile Application Developer,7.000
4247,Middle,Mobile Application Developer,10.000
4248,Middle,Front-end Developer,22.000
4249,Senior,Full Stack Developer,27.000
4250,Senior,Full Stack Developer,16.000
4251,Senior,Back-end Developer,18.000
4252,Junior,Back-end Developer,20.000
4253,Junior,Back-end Developer,11.000
4254,Middle,Back-end Developer,10.000
4256,Senior,Back-end Developer,28.000
4257,Junior,Mobile Application Developer,8.000
4258,Middle,Full Stack Developer,11.000
4259,Middle,Full Stack Developer,7.000
4260,Middle,Back-end Developer,15.000
4261,Middle,Full Stack Developer,17.000
4262,Senior,Full Stack Developer,18.000
4263,Junior,Front-end Developer,7.000
4264,Senior,Front-end Developer,33.000
4265,Junior,Mobile Application Developer,7.000
4266,Middle,Full Stack Developer,5.000
4267,Senior,Front-end Developer,15.000
4268,Senior,Full Stack Developer,23.000
4270,Junior,Mobile Application Developer,5.000
4271,Senior,Mobile Application Developer,20.000
4272,Middle,Team / Tech Lead,19.000
4273,Senior,Software Architect,20.000
4274,Senior,Full Stack Developer,21.000
4275,Senior,Full Stack Developer,13.000
4276,Middle,Full Stack Developer,9.000
4277,Senior,Back-end Developer,21.000
4278,Middle,Front-end Developer,8.000
4280,Junior,Mobile Application Developer,7.000
4282,Junior,Front-end Developer,6.000
4283,Senior,Team / Tech Lead,40.000
4284,Junior,QA / Test Automation Developer,6.000
4285,Senior,Full Stack Developer,15.000
4286,Middle,Front-end Developer,10.000
4287,Junior,Back-end Developer,7.000
4289,Junior,DevOps Engineer,13.000
4290,Senior,QA / Test Automation Developer,15.000
4291,Junior,Back-end Developer,5.000
4292,Middle,Mobile Application Developer,6.000
4293,Junior,Front-end Developer,8.000
4294,Senior,Front-end Developer,5.000
4295,Middle,Back-end Developer,12.000
4296,Senior,Software Architect,26.000
4297,Junior,Embedded Software Developer,10.000
4298,Middle,Data Scientist,9.000
4299,Junior,Back-end Developer,8.000
4300,Middle,Full Stack Developer,12.000
4301,Senior,Full Stack Developer,28.000
4302,Junior,Back-end Developer,18.000
4303,Junior,Mobile Application Developer,6.000
4304,Senior,Back-end Developer,13.000
4305,Junior,Front-end Developer,14.000
4306,Middle,Front-end Developer,13.000
4307,Junior,Full Stack Developer,15.000
4308,Senior,Back-end Developer,23.000
4309,Senior,Back-end Developer,30.000
4310,Junior,Full Stack Developer,10.000
4311,Middle,Mobile Application Developer,12.000
4312,Senior,Embedded Software Developer,19.000
4313,Junior,Front-end Developer,12.000
4314,Middle,Back-end Developer,10.000
4315,Middle,Back-end Developer,14.000
4316,Senior,Back-end Developer,15.000
4317,Senior,Team / Tech Lead,33.000
4318,Middle,Back-end Developer,13.000
4321,Middle,Mobile Application Developer,14.000
4322,Junior,Back-end Developer,5.000
4323,Junior,Mobile Application Developer,9.000
4324,Junior,Back-end Developer,10.000
4325,Middle,Team / Tech Lead,6.000
4326,Senior,Team / Tech Lead,24.000
4327,Senior,DevOps Engineer,22.000
4328,Junior,Mobile Application Developer,9.000
4329,Senior,Software Architect,27.000
4330,Middle,Back-end Developer,9.000
4332,Junior,Full Stack Developer,7.000
4333,Middle,SAP/ABAP/ERP Developer,10.000
4334,Junior,Embedded Software Developer,9.000
4335,Junior,Game Developer,11.000
4336,Middle,Back-end Developer,10.000
4337,Senior,Software Development Manager,34.000
4339,Senior,Back-end Developer,27.000
4340,Middle,Back-end Developer,22.000
4342,Middle,Game Developer,6.000
4343,Senior,Full Stack Developer,5.000
4344,Middle,Front-end Developer,8.000
4345,Middle,Mobile Application Developer,8.000
4346,Junior,Data Scientist,11.000
4347,Senior,Back-end Developer,27.000
4348,Senior,Team / Tech Lead,14.000
4349,Middle,Embedded Software Developer,14.000
4350,Middle,Full Stack Developer,19.000
4351,Senior,Software Architect,32.000
4352,Middle,Back-end Developer,15.000
4353,Junior,Full Stack Developer,5.000
4354,Senior,Data Scientist,18.000
4355,Senior,Software Development Manager,50.000
4356,Senior,Front-end Developer,28.000
4357,Junior,Front-end Developer,50.000
4358,Middle,Back-end Developer,12.000
4359,Senior,Back-end Developer,33.000
4360,Senior,Full Stack Developer,36.000
4361,Junior,Mobile Application Developer,7.000
4362,Middle,Back-end Developer,17.000
4363,Middle,Full Stack Developer,10.000
4364,Middle,Front-end Developer,20.000
4365,Senior,Front-end Developer,40.000
4367,Senior,Back-end Developer,17.000
4368,Middle,Full Stack Developer,20.000
4369,Senior,Team / Tech Lead,35.000
4370,Middle,Back-end Developer,14.000
4372,Middle,Back-end Developer,5.000
4373,Junior,Full Stack Developer,8.000
4374,Junior,Front-end Developer,5.000
4375,Junior,Full Stack Developer,7.000
4376,Junior,Full Stack Developer,5.000
4377,Senior,Full Stack Developer,29.000
4378,Middle,Front-end Developer,18.000
4379,Middle,Full Stack Developer,23.000
4380,Junior,Back-end Developer,6.000
4381,Middle,Full Stack Developer,14.000
4382,Senior,Data Scientist,8.000
4383,Senior,Mobile Application Developer,25.000
4384,Middle,Mobile Application Developer,16.000
4385,Middle,Back-end Developer,6.000
4387,Junior,Back-end Developer,7.000
4388,Middle,Full Stack Developer,20.000
4389,Senior,Software Development Manager,50.000
4390,Junior,Embedded Software Developer,17.000
4391,Middle,Full Stack Developer,10.000
4392,Senior,Full Stack Developer,11.000
4393,Senior,Software Development Manager,23.000
4395,Senior,Full Stack Developer,5.000
4396,Senior,Software Development Manager,30.000
4397,Middle,Full Stack Developer,7.000
4398,Senior,Software Development Manager,36.000
4399,Middle,Full Stack Developer,13.000
4400,Middle,Support Engineer,23.000
4401,Senior,Back-end Developer,15.000
4402,Middle,Front-end Developer,20.000
4403,Middle,Embedded Software Developer,18.000
4404,Senior,Team / Tech Lead,32.000
4406,Junior,Back-end Developer,8.000
4408,Middle,Back-end Developer,22.000
4410,Senior,Mobile Application Developer,50.000
4412,Middle,Front-end Developer,5.000
4413,Senior,CTO,26.000
4414,Senior,Back-end Developer,10.000
4416,Middle,Back-end Developer,13.000
4418,Senior,Back-end Developer,33.000
4419,Junior,Full Stack Developer,12.000
4420,Middle,Data Scientist,10.000
4421,Senior,Back-end Developer,29.000
4422,Junior,Embedded Software Developer,7.000
4423,Middle,Full Stack Developer,16.000
4424,Middle,Back-end Developer,26.000
4425,Senior,Software Architect,31.000
4426,Junior,Embedded Software Developer,6.000
4427,Middle,Full Stack Developer,11.000
4428,Middle,Full Stack Developer,13.000
4429,Middle,Front-end Developer,12.000
4430,Middle,Full Stack Developer,8.000
4431,Middle,QA / Test Automation Developer,20.000
4432,Senior,Back-end Developer,14.000
4434,Junior,Front-end Developer,8.000
4435,Senior,Back-end Developer,27.000
4436,Middle,Mobile Application Developer,18.000
4437,Middle,Full Stack Developer,11.000
4438,Middle,Data Scientist,13.000
4439,Middle,Embedded Software Developer,10.000
4441,Middle,Full Stack Developer,11.000
4442,Senior,Back-end Developer,21.000
4443,Middle,Front-end Developer,15.000
4444,Senior,Embedded Software Developer,26.000
4445,Middle,Back-end Developer,7.000
4446,Senior,Full Stack Developer,21.000
4447,Middle,Front-end Developer,15.000
4448,Senior,Back-end Developer,22.000
4449,Senior,Software Development Manager,50.000
4450,Senior,Team / Tech Lead,22.000
4451,Senior,Back-end Developer,22.000
4452,Senior,Full Stack Developer,30.000
4453,Senior,Team / Tech Lead,37.000
4454,Junior,Back-end Developer,8.000
4456,Junior,Back-end Developer,11.000
4457,Senior,Back-end Developer,24.000
4458,Senior,Team / Tech Lead,20.000
4459,Senior,SAP/ABAP/ERP Developer,25.000
4460,Middle,Back-end Developer,26.000
4461,Senior,Team / Tech Lead,22.000
4462,Middle,Front-end Developer,9.000
4463,Middle,Game Developer,13.000
4464,Senior,Full Stack Developer,23.000
4465,Middle,Front-end Developer,24.000
4466,Senior,Data Scientist,25.000
4467,Junior,Mobile Application Developer,10.000
4468,Middle,Full Stack Developer,9.000
4469,Junior,Full Stack Developer,7.000
4470,Middle,Full Stack Developer,15.000
4471,Junior,Game Developer,7.000
4472,Senior,Software Architect,27.000
4473,Senior,Back-end Developer,12.000
4474,Senior,Mobile Application Developer,16.000
4475,Middle,Mobile Application Developer,14.000
4476,Middle,Full Stack Developer,16.000
4477,Junior,Back-end Developer,5.000
4478,Senior,Team / Tech Lead,18.000
4479,Middle,Mobile Application Developer,12.000
4480,Senior,Full Stack Developer,17.000
4481,Senior,Full Stack Developer,19.000
4482,Senior,Back-end Developer,18.000
4484,Senior,Mobile Application Developer,26.000
4485,Junior,Game Developer,5.000
4486,Senior,Back-end Developer,10.000
4487,Middle,Full Stack Developer,12.000
4488,Senior,Back-end Developer,18.000
4489,Middle,Back-end Developer,21.000
4490,Middle,Full Stack Developer,14.000
4491,Middle,Full Stack Developer,15.000
4492,Senior,Back-end Developer,21.000
4493,Middle,Full Stack Developer,7.000
4494,Middle,Back-end Developer,19.000
4495,Junior,Full Stack Developer,9.000
4496,Junior,Mobile Application Developer,5.000
4497,Senior,Full Stack Developer,47.000
4498,Senior,Back-end Developer,27.000
4500,Middle,Back-end Developer,20.000
4502,Senior,Back-end Developer,27.000
4503,Junior,Back-end Developer,7.000
4504,Junior,Embedded Software Developer,6.000
4505,Senior,Team / Tech Lead,26.000
4506,Junior,Front-end Developer,9.000
4507,Junior,Software Architect,9.000
4508,Junior,Full Stack Developer,5.000
4509,Middle,Front-end Developer,17.000
4510,Middle,Embedded Software Developer,12.000
4511,Junior,Full Stack Developer,9.000
4512,Senior,Full Stack Developer,17.000
4513,Junior,Embedded Software Developer,12.000
4514,Junior,QA / Test Automation Developer,11.000
4515,Junior,Front-end Developer,9.000
4516,Senior,Software Architect,23.000
4517,Senior,Back-end Developer,19.000
4518,Senior,Mobile Application Developer,32.000
4519,Senior,Back-end Developer,16.000
4520,Senior,Back-end Developer,20.000
4521,Senior,Team / Tech Lead,45.000
4522,Senior,Software Development Manager,50.000
4523,Middle,Back-end Developer,9.000
4525,Middle,Back-end Developer,18.000
4526,Senior,Back-end Developer,20.000
4527,Junior,Full Stack Developer,8.000
4528,Junior,Front-end Developer,13.000
4529,Senior,Back-end Developer,17.000
4530,Junior,Back-end Developer,15.000
4531,Senior,Team / Tech Lead,37.000
4533,Senior,DevOps Engineer,16.000
4534,Junior,Full Stack Developer,12.000
4535,Senior,Back-end Developer,32.000
4536,Senior,Team / Tech Lead,15.000
4537,Senior,Team / Tech Lead,26.000
4538,Senior,Team / Tech Lead,16.000
4539,Senior,Mobile Application Developer,18.000
4540,Senior,Full Stack Developer,25.000
4541,Junior,Full Stack Developer,20.000
4542,Senior,Full Stack Developer,15.000
4543,Senior,Full Stack Developer,7.000
4545,Senior,Back-end Developer,25.000
4546,Senior,Back-end Developer,16.000
4547,Junior,Front-end Developer,14.000
4548,Middle,Back-end Developer,12.000
4549,Middle,Full Stack Developer,10.000
4550,Senior,Mobile Application Developer,25.000
4551,Junior,Data Scientist,11.000
4552,Middle,Full Stack Developer,14.000
4554,Senior,Mobile Application Developer,28.000
4555,Senior,Team / Tech Lead,20.000
4556,Senior,Full Stack Developer,16.000
4557,Middle,Full Stack Developer,12.000
4558,Middle,Front-end Developer,14.000
4561,Senior,Front-end Developer,18.000
4562,Middle,Full Stack Developer,19.000
4563,Senior,Back-end Developer,22.000
4564,Senior,Back-end Developer,23.000
4566,Middle,Front-end Developer,5.000
4567,Junior,Front-end Developer,13.000
4568,Senior,Team / Tech Lead,20.000
4569,Senior,DevOps Engineer,25.000
4570,Middle,SAP/ABAP/ERP Developer,9.000
4571,Middle,SAP/ABAP/ERP Developer,9.000
4572,Senior,Game Developer,14.000
4573,Senior,Full Stack Developer,22.000
4575,Junior,Mobile Application Developer,11.000
4576,Senior,Software Development Manager,36.000
4577,Middle,Full Stack Developer,11.000
4579,Middle,Front-end Developer,6.000
4580,Senior,Full Stack Developer,21.000
4581,Middle,Back-end Developer,7.000
4582,Senior,Software Development Manager,33.000
4583,Middle,Project & Product Manager / PO,8.000
4584,Middle,Full Stack Developer,9.000
4585,Middle,DevOps Engineer,17.000
4586,Senior,Mobile Application Developer,21.000
4587,Senior,Back-end Developer,25.000
4588,Middle,Full Stack Developer,10.000
4589,Middle,Back-end Developer,15.000
4590,Middle,Back-end Developer,8.000
4592,Senior,Full Stack Developer,18.000
4593,Senior,Team / Tech Lead,15.000
4594,Junior,Full Stack Developer,5.000
4595,Junior,Back-end Developer,10.000
4596,Middle,Front-end Developer,10.000
4597,Junior,Full Stack Developer,5.000
4598,Junior,Mobile Application Developer,14.000
4600,Senior,Full Stack Developer,20.000
4601,Middle,Back-end Developer,17.000
4602,Senior,Back-end Developer,40.000
4603,Middle,Front-end Developer,16.000
4604,Middle,Mobile Application Developer,18.000
4605,Senior,Full Stack Developer,14.000
4606,Senior,Software Development Manager,35.000
4608,Middle,Mobile Application Developer,11.000
4609,Junior,Back-end Developer,9.000
4610,Senior,Mobile Application Developer,19.000
4611,Senior,Full Stack Developer,20.000
4612,Middle,Back-end Developer,11.000
4613,Middle,Back-end Developer,15.000
4614,Senior,Full Stack Developer,14.000
4615,Middle,Full Stack Developer,14.000
4616,Middle,Back-end Developer,5.000
4617,Middle,Full Stack Developer,9.000
4618,Junior,Front-end Developer,6.000
4619,Junior,Back-end Developer,5.000
4620,Senior,Back-end Developer,18.000
4621,Senior,Full Stack Developer,35.000
4622,Senior,Full Stack Developer,15.000
4623,Middle,Full Stack Developer,9.000
4624,Middle,Back-end Developer,16.000
4625,Senior,Back-end Developer,24.000
4626,Senior,Back-end Developer,13.000
4627,Middle,Full Stack Developer,13.000
4628,Senior,Full Stack Developer,20.000
4629,Senior,Back-end Developer,19.000
4630,Senior,Front-end Developer,25.000
4631,Senior,Team / Tech Lead,14.000
4632,Middle,Full Stack Developer,14.000
4633,Senior,Full Stack Developer,10.000
4634,Middle,Full Stack Developer,10.000
4636,Senior,Full Stack Developer,15.000
4637,Junior,Mobile Application Developer,8.000
4638,Junior,Back-end Developer,9.000
4639,Senior,Back-end Developer,18.000
4640,Junior,Full Stack Developer,5.000
4641,Middle,Back-end Developer,10.000
4642,Middle,Front-end Developer,16.000
4643,Middle,Mobile Application Developer,20.000
4644,Junior,Embedded Software Developer,5.000
4645,Junior,Mobile Application Developer,10.000
4646,Middle,Back-end Developer,12.000
4648,Senior,Front-end Developer,20.000
4649,Junior,Full Stack Developer,5.000
4650,Middle,Full Stack Developer,12.000
4651,Middle,Back-end Developer,17.000
4652,Middle,Back-end Developer,5.000
4653,Middle,R&D Engineer,15.000
4654,Senior,Full Stack Developer,18.000
4655,Middle,Embedded Software Developer,15.000
4657,Senior,Team / Tech Lead,30.000
4658,Senior,Full Stack Developer,18.000
4659,Senior,Full Stack Developer,21.000
4660,Junior,Data Scientist,7.000
4661,Middle,Back-end Developer,11.000
4662,Junior,Full Stack Developer,11.000
4663,Middle,Front-end Developer,10.000
4664,Middle,Full Stack Developer,10.000
4665,Senior,Front-end Developer,14.000
4666,Middle,Back-end Developer,11.000
4667,Junior,Front-end Developer,8.000
4668,Middle,Back-end Developer,12.000
4669,Middle,Mobile Application Developer,28.000
4670,Junior,Mobile Application Developer,6.000
4672,Middle,Back-end Developer,20.000
4674,Senior,Back-end Developer,32.000
4677,Middle,Back-end Developer,18.000
4678,Junior,Full Stack Developer,13.000
4679,Middle,Mobile Application Developer,18.000
4680,Senior,Software Architect,19.000
4681,Senior,Full Stack Developer,25.000
4682,Junior,Full Stack Developer,11.000
4683,Senior,Back-end Developer,18.000
4684,Middle,Embedded Software Developer,10.000
4685,Junior,Full Stack Developer,6.000
4686,Junior,Back-end Developer,6.000
4687,Middle,QA / Test Automation Developer,14.000
4688,Senior,Full Stack Developer,8.000
4689,Middle,Front-end Developer,17.000
4691,Senior,Software Development Manager,42.000
4692,Junior,Back-end Developer,11.000
4693,Senior,Back-end Developer,20.000
4694,Middle,Full Stack Developer,10.000
4695,Senior,Data Analyst,32.000
4696,Middle,Front-end Developer,14.000
4697,Senior,Software Development Manager,50.000
4698,Junior,Mobile Application Developer,11.000
4699,Middle,QA / Test Automation Developer,18.000
4700,Senior,Full Stack Developer,12.000
4701,Middle,Full Stack Developer,13.000
4702,Senior,Full Stack Developer,16.000
4703,Middle,Back-end Developer,12.000
4704,Junior,Back-end Developer,10.000
4705,Senior,Back-end Developer,18.000
4706,Middle,Full Stack Developer,14.000
4707,Senior,Full Stack Developer,17.000
4709,Middle,Mobile Application Developer,18.000
4710,Junior,Back-end Developer,6.000
4711,Junior,Full Stack Developer,10.000
4712,Junior,Front-end Developer,5.000
4713,Junior,Mobile Application Developer,5.000
4714,Middle,Data Scientist,17.000
4716,Junior,Data Scientist,6.000
4717,Junior,Data Scientist,6.000
4718,Senior,Data Scientist,16.000
4719,Middle,Mobile Application Developer,18.000
4720,Senior,Mobile Application Developer,30.000
4721,Junior,Data Analyst,9.000
4722,Middle,Mobile Application Developer,18.000
4723,Middle,Front-end Developer,12.000
4724,Senior,Full Stack Developer,31.000
4725,Junior,Mobile Application Developer,14.000
4726,Senior,Embedded Software Developer,20.000
4727,Middle,Full Stack Developer,20.000
4729,Middle,QA / Test Automation Developer,11.000
4730,Junior,Front-end Developer,5.000
4732,Senior,Back-end Developer,40.000
4733,Senior,Full Stack Developer,20.000
4734,Middle,Business Analyst,7.000
4735,Middle,Mobile Application Developer,10.000
4736,Senior,Full Stack Developer,22.000
4737,Middle,Full Stack Developer,11.000
4738,Middle,Front-end Developer,14.000
4740,Middle,Full Stack Developer,15.000
4741,Middle,Full Stack Developer,10.000
4742,Middle,Full Stack Developer,17.000
4743,Middle,Full Stack Developer,10.000
4744,Middle,Full Stack Developer,12.000
4745,Middle,Full Stack Developer,9.000
4746,Junior,Full Stack Developer,5.000
4748,Senior,Back-end Developer,20.000
4749,Middle,Embedded Software Developer,16.000
4751,Junior,Back-end Developer,9.000
4752,Middle,Full Stack Developer,15.000
4753,Middle,Front-end Developer,12.000
4754,Junior,Back-end Developer,12.000
4755,Junior,Embedded Software Developer,11.000
4756,Senior,Software Architect,29.000
4758,Middle,Back-end Developer,20.000
4759,Junior,Back-end Developer,12.000
4761,Junior,Back-end Developer,10.000
4762,Middle,Front-end Developer,5.000
4763,Senior,Full Stack Developer,20.000
4764,Senior,Front-end Developer,20.000
4765,Junior,Back-end Developer,9.000
4766,Senior,Software Development Manager,30.000
4767,Junior,Embedded Software Developer,7.000
4768,Junior,Data Scientist,5.000
4769,Middle,Back-end Developer,19.000
4770,Senior,Software Development Manager,14.000
4771,Middle,Mobile Application Developer,12.000
4772,Junior,Mobile Application Developer,10.000
4773,Junior,Full Stack Developer,8.000
4774,Middle,Software Development Manager,37.000
4775,Senior,Front-end Developer,21.000
4776,Middle,Back-end Developer,11.000
4777,Junior,QA / Test Automation Developer,7.000
4778,Senior,Front-end Developer,18.000
4779,Middle,Game Developer,9.000
4781,Junior,Back-end Developer,9.000
4782,Senior,Full Stack Developer,22.000
4785,Middle,Full Stack Developer,10.000
4786,Senior,Front-end Developer,14.000
4787,Senior,Full Stack Developer,15.000
4788,Senior,Back-end Developer,17.000
4789,Middle,Back-end Developer,15.000
4790,Senior,Back-end Developer,27.000
4791,Middle,Full Stack Developer,9.000
4793,Senior,Full Stack Developer,22.000
4794,Middle,Mobile Application Developer,14.000
4795,Middle,Back-end Developer,17.000
4796,Senior,Full Stack Developer,25.000
4797,Senior,Full Stack Developer,15.000
4799,Junior,Front-end Developer,10.000
4800,Junior,Full Stack Developer,18.000
4801,Junior,Back-end Developer,5.000
4802,Junior,DevOps Engineer,10.000
4803,Senior,Back-end Developer,22.000
4804,Senior,Front-end Developer,18.000
4805,Middle,Front-end Developer,5.000
4808,Middle,Data Scientist,15.000
4809,Middle,Full Stack Developer,15.000
4810,Middle,Back-end Developer,13.000
4811,Senior,Software Development Manager,27.000
4812,Senior,Back-end Developer,17.000
4813,Middle,Front-end Developer,17.000
4814,Senior,Team / Tech Lead,15.000
4816,Senior,Embedded Software Developer,33.000
4817,Middle,Full Stack Developer,10.000
4818,Junior,Embedded Software Developer,10.000
4819,Middle,Data Scientist,12.000
4820,Senior,Full Stack Developer,16.000
4821,Middle,Full Stack Developer,11.000
4824,Middle,Back-end Developer,18.000
4825,Junior,Mobile Application Developer,5.000
4826,Senior,Embedded Software Developer,19.000
4827,Middle,Full Stack Developer,7.000
4828,Senior,Full Stack Developer,24.000
4829,Middle,Full Stack Developer,10.000
4830,Junior,Full Stack Developer,9.000
4831,Junior,Front-end Developer,6.000
4832,Senior,Team / Tech Lead,22.000
